1,SMP Group of PGs,"41, 3rd Cross Road,opposite to metro piller no 209,Raghuvanahalli, Subramanyapura",Bangalore,India,560062,PG,4.4,12.882913,77.54605,https://smp-pg.business.site/?utm_source=gmb&utm_medium=referral,4500,,Both
2,Royal New Luxury PG for Ladies,"ROYAL PG, 10TH CROSS, NEAR SAI BABA TEMPLE,, BESIDE ROJA SILKS,HOUSR MAIN ROAD, GAREBAVIPALYA",Bangalore,India,560068,PG,4,12.898757,77.628021,https://www.payingguestinbengaluru.com/Royal-PG-in-Bangalore-Bommanahalli-Ladies-P,3000,,Girls
3,OM Sai Lakshmi PG,"MegaMart, #1596/1, Amma Kodava Samaj, 27th cross, 30th Main, Banashankari 3rd stage. Near DeveGowda(DG) Petrol Bunk opp to, Banashankari Stage II, Banashankari, Bengaluru, Karnataka 560070",Bangalore,India,560070,PG,5,12.92400256,77.56070052,,,,Girls
4,The Beehive Hostel Luxury mens PG,"2237, 23rd Cross Rd, next to Karnataka Grameena Bank, Karesandra, Banashankari Stage II, Banashankari, Bengaluru, Karnataka 560070",Bangalore,India,560070,PG,4.4,12.924089,77.571722,https://thebeehivehostel.com/,6000,,Boys
5,ELITE GIRLS PG / HOSTEL,"7, 3rd Cross Rd, near Dayananda Sagar college of engineering, Kumaraswamy Layout, Bengaluru, Karnataka 560111",Bangalore,India,560111,hostel/Pg,4.9,12.910611,77.564789,https://website-164684477026888230681-studenthousingcenter.business.site/?utm_source=gmb&utm_medium=referral,5700,,Girls
6,home town paying guest,"18, Buddha Vihara Rd, above The Paan Studio, Pulikeshi Nagar, Bengaluru, Karnataka 560005",Bangalore,India,560005,PG,4.2,12.9964924,77.61714221,http://www.hometownpayingguests.com/,6500,,Both
7,Rentorio Hostel,"1st Main Rd, Bannerghatta Main Rd, Pai Layout, Hulimavu, Bengaluru, Karnataka 560016",Bangalore,India,560016,PG/Hostel,5,12.88128791,77.59642657,http://www.rentorio.in/,8000,,girls
8,Covie Bannerghatta 185 Paying Guest/Hostels,"113, Bannerghatta Main Rd, Madhuban Colony, Hulimavu, Bengaluru, Karnataka 560076",Bangalore,India,560076,PG/Hostel,5,12.87566582,77.60382217,https://thecovie.com/,12000,,both
9,SA PG,"#76,/1-4 30 th cross 4th T block Swagat main Road East, Tilak Nagar, Jayanagar, Bengaluru, Karnataka 560041",Bangalore,India,560041,PG,5,12.93052602,77.5951554,,6500,,Boys
10,Hive Hostels,"No. 10 - 11, Hive Hostels, Bannerghatta Main Rd, Pai Layout, Hulimavu, Bengaluru, Karnataka 560076",Bangalore,India,560076,Hostel,4.8,12.87814982,77.59774551,https://www.thehivehostels.com/,5000,,boys
11,Abuzz Oxfordcaps,"85/1, First Cross, Bannerghatta Main Rd, Hulimavu, Bengaluru, Karnataka 560076",Bangalore,India,560076,PG/Hostel,4.1,13.92747279,77.67487344,http://oxfordcaps.com/,3500,,Both
12,Sudarshan Luxury Living - Hulimavu,"arch, no 9 2nd cross thimmareddy layout, Bannerghatta Main Rd, opp. Hulimavu, opp. christ university, Bengaluru, Karnataka 560076",Bangalore,India,560076,Hostel,3.7,12.88317941,77.59483865,,8000,,girls
13,Shivrang PG For Gents,"37/40, 3rd Main Road, 3rd Cross Rd, Srinidhi Layout, 8th Phase, J. P. Nagar, Bengaluru, Karnataka 560062",Bangalore,India,560062,PG,4.2,12.88378585,77.57231974,,5000,,Boys
14,New Sri Vaishnavi Gents Pg,"metro station, ##2052/28-29e, jothi layout, opp. to yelchanahalli, Yelachenahalli, J. P. Nagar, Bengaluru, Karnataka 560078",Bangalore,India,560078,PG,3.7,12.89687983,77.57111811,,5000,,Boys
15,zolo icarus,"17, Beereshwara Nagar, Chunchgatta, Phase 7, J. P. Nagar, Bengaluru, Karnataka 560078",Bangalore,India,560078,PG,4,12.88908104,77.57315916,https://zolostays.com/pg-hostel-near-jp_nagar-in-bangalore-zolo_icarus-zoir,10000,,Both
17,"Amma Ladies PG, Water tank road","No.3006, Shobha Nilayam, VBN Co Operative Society Layout, Banashankari 3rd Stage",Bangalore,India,560085,PG,4,12.93188678,77.54633059,https://www.gopgo.in/bengaluru/kathreguppe/pg/2113-amma-pg-for-ladies/pgo-properties,10000,,Girls
18,Shree Nideshwara Ladies Pg,"No.04 23rd Main, 1st Cross Marenhalli, Jp Nagar 2nd Phase, Bangalore - 560078 (Near Raghavendra Swamy Mata)",Bangalore,India,560078,PG,4.5,12.9161871,77.58639781,https://goo.gl/maps/u2FZ1P8qngAxu3zZ9,5000,,Girls
19,Sri Balaji Luxurious Ladies Pg,"No 26, 22nd Main Road, Jp Nagar 2nd Phase, Bangalore - 560078 (Behind Marenahalli Kala Bhawan,Near Raghavendra Swamy Matt)",Bangalore,India,560078,PG,4.9,12.91416,77.5857619,https://goo.gl/maps/AFZY1Lb2Gr2DMy1N7,5000,,Girls
20,SS LUXURY FOR GENTS AND LADIES PG,"No 58, 1st Stage, 1st Cross, Govinda Reddy Layout, Arkere Micolayout, bangalore - 560076 (Near Ganesga Temple)",Bangalore,India,560076,PG,3.9,12.89152465,77.5940521,https://goo.gl/maps/5VpbQhT1YSLVz8B99,4000,,Both
21,Ss Comforts Gents Pg,"No 33/111, Eastern Portion, 7th Cross, Bilekahalli, Bangalore - 560076 (Opp to Honda Show Room)",Bangalore,India,560076,PG,4.9,12.90145844,77.6011616,https://goo.gl/maps/r2A7gFPFFUna8Now9,6000,,Girls
23,Fourth Pg Accommodation,"No.400, 30th Cross, 8th B Main Road, Jayanagar 4th Block, Bangalore - 560011 (Above Sukh Sagar Hotel)",Bangalore,India,560011,PG,3.9,12.92898045,77.58266927,https://goo.gl/maps/8cveVV3DgTMkV5iP9,7000,,Both
24,My Home Pg For Men,"No.31/50, Netaji Road, Tata Silk Farm Road, T.R Nagar, Basavanagudi, Bangalore - 560004 (Near Nagasandra Circle)",Bangalore,India,560004,PG,3.8,12.93496039,77.57154149,https://goo.gl/maps/hhJsNcu8rAjFXfQ67,5000,,Boys
25,ATITHI BOYS PG,"1st Stage, Kumaraswamy Layout, Bengaluru, Karnataka 560078",Bangalore,India,560078,PG,4.1,12.89653916,77.58294257,https://goo.gl/maps/5xM6g3LQiYjsERbt7,5000,,Boys
26,ELITE GIRLS PG / HOSTEL,"7, 3rd Cross Rd, near Dayananda Sagar college of engineering, Kumaraswamy Layout, Bengaluru, Karnataka 560111",Bangalore,India,560111,PG/Hostels,4.9,12.94084024,77.58229152,https://goo.gl/maps/CHTKii4iJ9G5pnyA6,4700,,Girls
27,Lohitha Girl's PG,"1555, 6th Cross Rd, 1st Stage, Kumaraswamy Layout, Bengaluru, Karnataka 560078",Bangalore,India,560078,PG,4.6,12.92745576,77.55894558,https://goo.gl/maps/EEzYZAjVB2TxjDAX9,6000,,Girls
28,Anagha Girls PG,"36-37, 2nd Cross ,Teachers Colony, near Dayananda College, 1st Stage, Bengaluru, Karnataka 560078",Bangalore,India,560078,PG,4.9,12.97296006,77.55619899,https://goo.gl/maps/tMp3P94Dzc1xDQsy7,7000,,Girls
29,Ganapa's Boys PG,"Agasthya Arcade, 3rd Cross, near Dayanand Sagar College, 1st Stage, Kumaraswamy Layout, Bengaluru, Karnataka 560078",Bangalore,India,560078,PG,4.6,12.97200805,77.54959699,https://goo.gl/maps/qpFFGnJqZvTGYGi56,5000,,Boys
30,SAGAR BOYS PG,"WH68+5PW, Sagar Boys PG, opposite Dayanand sagar college, Bengaluru, Karnataka 560078",Bangalore,India,560078,PG,3.8,12.98271377,77.57294294,https://goo.gl/maps/hjHTBnD9mY97RUBA8,4500,,Boys
31,Yashoda Girls PG,"WH58+H2C, 7th Cross Rd, 1st Stage, Kumaraswamy Layout, Bengaluru, Karnataka 560078",Bangalore,India,560078,PG,4.1,12.98539013,77.53723737,https://goo.gl/maps/aAvn4eamigVqtNdZA,5500,,Girls
32,Anagha Girls PG,"36-37, 2nd Cross ,Teachers Colony, near Dayananda College, 1st Stage, Bengaluru, Karnataka 560078",Bangalore,India,560078,PG,4.9,12.91384236,77.5705547,https://goo.gl/maps/sf7WXsNt6aaL2K4d7,10000,,Girls
33,Stanza Living Anamur House,"Sudhakar Readdy, 70, 3rd Cross Rd, Teachers Colony, Kumaraswamy Layout, Bengaluru, Karnataka 560078",Bangalore,India,560078,Hostel,4.2,12.91216916,77.57115552,https://goo.gl/maps/8R3LVUc1JrwX3GEg8,6000,,Girls
34,Paradise PG For Boys & Men,"10, 3rd Cross Rd, Teachers Colony, Kumaraswamy Layout, Bengaluru, Karnataka 560070",Bangalore,India,560078,PG,3.9,12.90689259,77.5658607,https://goo.gl/maps/4urFUibVW13kAjGr8,5600,,Boys
35,Keerthi sai nest ladies pg,"metro statio, No 46/5 17th A cross 38th main JP nagar phase 6 Near sindhoor convention hall, behind JP nagar, Bengaluru, Karnataka 560078",Bangalore,India,560078,PG,4.3,12.90655104,77.58001781,https://goo.gl/maps/ZXiYzi9gXVKwquo3A,6500,,GIRLS
36,JP Nagar PG,"1, 17th cross, 33rd Main Rd, JP Nagar Phase 6, J. P. Nagar, Bengaluru, Karnataka 560078",Bangalore,India,560078,PG,4.1,12.90544739,77.58588402,https://goo.gl/maps/vV8y7uWswsP8rJK87,5500,,BOYS
37,Shirdi sai mansion pg,"16th Main Rd, KSRTC Layout, 2nd Phase, J. P. Nagar, Bengaluru, Karnataka 560078",Bangalore,India,560078,Hostel,4.2,12.91398083,77.59412377,https://goo.gl/maps/FfwtSDqXwXqFptGw5,4500,,Girls
38,Skanda Boys PG,"6th Phase, 23 ,1st main road, JP Nagar, Puttenahalli, Bengaluru, Karnataka 560078",Bangalore,India,560078,PG,3.9,12.90270626,77.58241089,https://goo.gl/maps/FX9JfSJVC8kuu5qZ6,5500,,Boys
39,Flourish Luxury Ladies Pg,"No:8,Behind Essar,65/8/1,Kanakapura Road, JP Nagar 1st Phase, Bengaluru 2nd Cross, Gangadhar Nagar, Opp Sarakki Bus Stop and Metro Piller : 55, Bengaluru, Karnataka 560078",Bangalore,India,560078,PG,4.5,12.91289268,77.57037174,https://goo.gl/maps/bPEexqASAKA87Y9C9,7000,,Ladies
40,Venkateshwara P G,"1061 3rd Cross 7th Main Srinivasnagar, Banashankari 1st Stage, Bengaluru, Karnataka 560050",Bangalore,India,560050,PG,5,12.93757084,77.55883037,https://goo.gl/maps/1W4MPx72BT7z8uACA,6000,,Boys
41,The Beehive Hostel Luxury mens PG,"2237, 23rd Cross Rd, next to Karnataka Grameena Bank, Karesandra, Banashankari Stage II, Banashankari, Bengaluru, Karnataka 560070",Bangalore,India,560070,PG/Hostels,4.4,12.92420664,77.57385514,https://goo.gl/maps/6KA8DLqfrBuvEJbN9,6500,,Mens
42,myroomie-Erica Girls PG / Hoste,"Erica, Eshwara Nagar, Banashankari Temple Ward, Bengaluru, Karnataka 560078",Bangalore,India,560078,PG/Hostels,4.3,12.91434748,77.56976917,https://goo.gl/maps/oJTnyLYfMiLKZD5P9,7000,,Girls
43,SRI GURURAGHAVENDRA PG for BOYS,"Stage, 2 #7, Subramanya Pura Rd, Kadarenahalli, Banashankari, Bengaluru, Karnataka 560070",Bangalore,India,560070,PG,5,12.91484944,77.56247357,https://goo.gl/maps/CAENk2BKc9XQx1p16,4500,,Boys
44,Pg ACCOMMODATION for boys,"#5, 3rd and 4th cross Kumarswamy layout 1st stage 70meters from dayananda Sagar Collage, Bengaluru, Karnataka 560070",Bangalore,India,560070,PG,4.8,12.91267428,77.56298855,https://goo.gl/maps/NWzqGY5aunuwnGN2A,6000,,Boys/Girls
45,Hoysala P.G. Hostel,"WGJR+9HR, Hoysala P.G. hostel Karnataka, 2nd Phase, [no name], Banashankari, Bengaluru, Karnataka 560085",Bangalore,India,560085,hostel,4.4,12.93198058,77.54515334,https://goo.gl/maps/2Nq4tn4Zv5fK6Hc67,8000,,Boys
46,BNMIT Boys Hostel,"WH83+W88, 22nd Main Rd, Anjanaswamy Layout, Padmanabhanagar, Bengaluru, Karnataka 560070",Bangalore,India,560070,hostel,-,12.91762686,77.55433942,https://goo.gl/maps/ayVguJF66UHWt3zd6,4500,,Boys
47,White House Women's Residence,"623/9, 1st B Main Rd, 7th Block West, 7th Block, Jayanagar, Bengaluru, Karnataka 560070",Bangalore,India,560070,hostel,3.9,12.93149603,77.57346579,https://goo.gl/maps/nNyJTQP4Lzjy3CYw7,7000,,WOmen
48,Keerthi PG For Ladies,"177/B, 1/1 GF, 22nd Cross, 7th B Main Rd, Jayanagar 3rd Block, Jayanagar, Bengaluru, Karnataka 560011",Bangalore,India,560011,PG,4.4,12.93671315,77.58062621,https://goo.gl/maps/rw3Unxmtv4gp85er6,4500,,WOmen
49,Jayanthi Luxury PG for Girl,"208, 7th Main Rd, 4th Block, Jayanagar, Bengaluru, Karnataka 560011",Bangalore,India,56011,PG,4.3,12.92564699,77.58039685,https://goo.gl/maps/s2HHKXYDybyMB82m8,5000,,Girls
50,Durga PG & Hostel,"626, 1st Cross Rd, Jayanagar 6th Block, Jayanagar, Bengaluru, Karnataka 560070",Bangalore,India,560070,hostel,4.4,12.93074995,77.57189961,https://goo.gl/maps/Y1XThXDmoGtY8VHp8,6500,,Girls
51,Rajmahal Pg,"No. 3475 6th Cross, Manjunath Nagar Raghuvanalli, Kanakapura Road",Bangalore,India,560062,PG,4,12.88141771,77.54341883,https://goo.gl/maps/mPJuFYf4SZiKoasR8,5000,,Boys
52,Nandana Organics Pg,"No 1233/1 Surya Prema Appartment, 4th Floor, 1st Cross Manjunatha Nagara,Raghunalli",Bangalore,India,560062,PG,4.2,12.88300103,77.546726,https://goo.gl/maps/5cBADXwDEA7kE3YD8,5000,,Boys
53,SMP Paying Guest,"No.10, Kanakpura Main Road, Raghunalli",Bangalore,India,560062,PG,4.1,12.88572874,77.54696484,https://goo.gl/maps/oP2XnhoiYWwJ3dZw8,5500,,Girls
54,Atithi Boys Pg,No. 1738(Near Kumaraswamy Layout Bus Stop and Sagar Hospital and Dayananda Sagar College),Bangalore,India,560078,PG,4,12.9061572,77.56615273,https://goo.gl/maps/2SCqu3PqH1AVrfMm9,4000,,Boys
55,Flourish Paying Guest For,"No 56-163-08, Gangadhar Nagar, Jp Nagar (Opp Sarakki Bus Stop Metro Pillar No 55)",Bangalore,India,560078,PG,4.3,12.90837578,77.57299769,https://goo.gl/maps/oPV7nsVcxmALkiff7,6000,,women
56,RN Boys Pg,"No 92, 4th Cross, Teachers Colony,Kumaraswamy Layout(Near Dayanand Sagar College)",Bangalore,India,560111,PG,4.5,12.91178178,77.56661076,https://goo.gl/maps/3WA4t9KvE1eDoyTb7,5000,,Boys
57,S S Paying Guest For Men,"No 185, SSTowers,Kanakapura Road,Jp Nagar(Opposite Sarakki Bus Stop,Near Pillar No 55)",Bangalore,India,560078,PG,3.7,12.91007039,77.57281299,https://goo.gl/maps/aAoH2aj2r9f9eyDB6,3000,,BOys
58,Skanda PG,"No 23, Asta Lakshmi Layout, 1st Main Road, Puttenahalli, Jp Nagar 6th Phase (Near Inchara Hotel)",Bangalore,India,560078,PG,4,12.90000854,77.58295356,https://goo.gl/maps/eTaGpKRWh7361qWu5,4000,,BOys
59,G S PG,"G S Apartment, Kembhathalli Road, Gottigere(Behind Body and Beauty Wellness Center)",Bangalore,India,560083,PG,4,12.85441935,77.58699027,https://goo.gl/maps/4q7KfwWhD5yNs4oY8,4500,,Both
60,Stay Safe PG,"NO 301 G R Queens Ambar, Omkar Nagar 1st Cross Arekare, Hulimavu",Bangalore,India,560076,PG,4,12.87026569,77.58899233,https://goo.gl/maps/zYZs8CLY4Hyhuc6X8,3500,,Boys
61,SR2 Galaxy PG Girls,"No. 9/10, 2nd Main, RBI Layaout, Vinayaka School Arch, Jp Nagar 7th Phase",Bangalore,India,560078,PG,4,12.89449335,77.57714244,https://goo.gl/maps/JVjSWp94HUuZ5sFR8,5000,,Girls
62,Sai Sthri Raksha Ladies Pg,"No.102, LIGH, 2nd Main, 2nd Stage, Kengeri Satelite Town(Near Hoysala Circle)",Bangalore,India,560060,PG,4.3,12.92539447,77.48518074,https://goo.gl/maps/rDZACZCcG9W31wTj9,4500,,Girls
63,Good Lands Luxury Pg,"No 24, 1st Cross BHEL Layout, Rajarajeshwari Nagar(Near Global Tech Park Front Gate and R V College Of Engineering)",Bangalore,India,560098,PG,4.5,12.92391674,77.50586346,https://goo.gl/maps/7SSS9DFTdWX5JuGM7,6000,,Girls
64,Sri Sai Residence For Ladies,"No 7, 1st Main Outerring RoadKengeri Main Road, Kengeri Satelite Town(Opposite to Krishna Grand Hotel)",Bangalore,India,560060,PG,4.7,12.922259,77.48593087,https://goo.gl/maps/zTUEF368aFAdaEQF8,10000,,Girls
65,Sri Sai Ram Ladies & Gents PG,"No.468 Global Bulding, 3rd Cross, Global Village Main Road, R V Road",Bangalore,India,560059,PG,4,12.91466589,77.49990998,https://goo.gl/maps/gGunPLitAUtrXZ6cA,3000,,Both
66,Shree Raksha Paying Guest,"No.1, 1st Main, 3rd Cross, Kengeri Satellite Town, Kengeri",Bangalore,India,560060,PG,3.4,12.91325801,77.48084537,https://goo.gl/maps/paQdZLvKh3EeDh9W8,4000,,Both
67,Hema PG For Men and Women,"No 650D, BEML ROAD, Rajarajeshwari Nagar(Above Hyderabadi Biriyani Resturant and BEML COMPLEX)",Bangalore,India,560098,PG,3.8,12.93067323,77.51403304,https://goo.gl/maps/eYysruUQtXC3DX8b7,5000,,Both
68,Cloud 9 Pg,"No 73/732, M R Complex, 14th Main Road, Kumaraswamy Layout(Near Police Station)",Bangalore,India,560111,PG,3.4,12.9118534,77.56681698,https://goo.gl/maps/aJB2N6BnPLxtxShD8,3500,,Both
69,Akshaya PG for Men's,"597 Police Station Rd, 2nd phase Hosakerehalli LAyout, Banashankari 3rd stage, Banashankari",Bangalore,India,560085,PG,3,12.93352405,77.54467935,https://goo.gl/maps/BMAdmBNk6r65kTVs9,5000,,Boys
70,Adya Mansions (Best PG for Ladies),"83, 6th A Cross Rd, behind Sri Hari Kalyana Mantapa, Kaveri Nagar, Banagirinagara, Banashankari 3rd Stage, Banashankari",Bangalore,India,560085,PG,4.2,12.93543227,77.55904916,https://goo.gl/maps/wBvUJGRyMmAgzVFF7,6000,,Girls
72,Vbs Pg For Gents,"No 836, 7th Main, KSRTC Layout, Jp Nagar 2nd Phase(Beside Jp Nagar Congress Office)",Bangalore,India,560078,PG,4.5,12.91399329,77.59488964,https://goo.gl/maps/mRMhBQHG6srARGZh6,7000,,Boys
73,SHIRIDI SAI GENTS PG,"No 44, 11th A Main, 13th Cross, Jayanagar 5th Block (Near Ragavandra Temple)",Bangalore,India,560041,PG,4.5,12.91927838,77.59133129,https://goo.gl/maps/sE3nwTDQi38X299r5,8000,,
74,V B R LADIES P G,"No 456, Samrat Layout Arekere Bannerghatta Road, Arekere Gate",Bangalore,India,560076,PG,4.9,12.89154578,77.59133408,https://goo.gl/maps/dnkL6EttjkSgxymJ6,12000,,Girls
75,SLN Homes Ladies Hostel,"No18/19, 2nd Main Vijayshree Layout, Bannerghatta Road",Bangalore,India,560076,PG/Hostel,4.8,12.88268175,77.59549794,https://goo.gl/maps/yZnSzTkxAGWaKJtM9,5000,,Girls
76,Aravind Modern Nest PG,"No.32, Arvind Complex, Kanakapura Main Road, 1st Phase, Jp Nagar",Bangalore,India,560078,PG,3.9,12.90420247,77.58568192,https://goo.gl/maps/7sSRULLAfYsGV6rD8,4000,,Both
77,Sree Chakra Paying Guest Accommodation,"No. 224/54, 45th Cross, 8th Block, Jayanagar 8th Block",Bangalore,India,560070,PG,4.1,12.91800209,77.5779219,https://goo.gl/maps/BB8aksRuWKbjQmxk9,3500,,Both
78,Shree Vigneshwara Luxuries,"H.No.6, 20th Cross, 24th Main Road, Jp Nagar 5th Phase",Bangalore,India,560078,PG,4.6,12.89782028,77.58636274,https://goo.gl/maps/BgZhjjG87Ex4HEih6,4000,,Both
79,Sri Vinayaka PG,"No 1/A, 18th Cross, 23rd Main, Jp Nagar 5th Phase, Bangalore",Bangalore,India,560078,PG,4.9,12.9008582,77.5864443,https://goo.gl/maps/zQcW7umkv2tfa7gz8,5000,,Boys
80,Lakshmi Villas,"No 19, 17th Cross, 26th B Main, Murthappa Garden, Jp Nagar 6th Phase",Bangalore,India,560078,PG,4.1,12.9026843,77.58464133,https://goo.gl/maps/hc6qZffv5DzKuYbm7,5000,,Both
81,Sri Ram Sri Lakshmi Pg,"No 701, Sri Ram Pg For Gents, Jayanagar 5th Block(Near Ragavendra Swami Matha)",Bangalore,India,560041,PG,3.7,12.91806215,77.58606574,https://goo.gl/maps/9W7JywAsvCrRvuHJA,5400,,Boys
82,Friends Pg,"No 18, 5th A Cross, 24th Main, JP Nagar, 2nd Phase, Jp Nagar(Near R V Dental Colleage)",Bangalore,India,560078,PG,4,12.91296871,77.58597353,https://goo.gl/maps/Nho1JXZNT9V7xmHi9,3400,,Both
83,Mohan Vatika,"# 5, Sukh Mohan Villa, Apartment Road, 5th Phase, Jp Nagar",Bangalore,India,560078,PG,3.3,12.90280342,77.59183684,https://goo.gl/maps/ZzmDYnzcpyCtqUYP6,4500,,Boys
84,Karnataka Paying Guest,Karnataka Paying Guest(Near Inchara Hotel),Bangalore,India,560078,PG,3.8,12.90369761,77.58210517,https://goo.gl/maps/4HuUvkLMRK2nqrvY8,5000,,Boys
85,Shri Shyam Vaishnavi Gents P G,"No 7, 30th Main, Jp Nagar 1st Phase(Opp Oxford School and Behind RV Dental College)",Bangalore,India,560078,PG,4.4,12.91046998,77.58166063,https://goo.gl/maps/7atouMTKkv4aR1AUA,5500,,Boys
86,MGR & Amaravathi Paying Guest,"#86 15th Cross, 15th Main J P Nagar 2nd Phase, Jp Nagar(Near Vet College)",Bangalore,India,560078,PG,3.5,12.90788247,77.59142227,https://goo.gl/maps/Y6iFhDXtaA4oJNoBA,3500,,Boys
87,Aarush Ladies Pg,"No 13/1, 26 Th Main, 17th Cross, Jp Nagar 6th Phase(Near Inchara Hotel)",Bangalore,India,560078,PG,3.7,12.90198344,77.58498871,https://goo.gl/maps/8TMt9XQDTbujrUUS7,4000,,Girls
88,Anagha Ladies PG,"No 129, 3rd Cross, Pai Layout, Bannerughatta Road, Hulimavu(Near Cafe Kabana) 

",Bangalore,India,560078,PG,4.7,12.88146875,77.59745814,https://goo.gl/maps/ui7wpuQkQA9aPaj16,5000,,Girls
89,S A PG FOR GENTS,"Dev Residency No.338, Venugopal Reddy Layout, 1st Cross, 2nd Main Arekere, Bannerghatta Road, Bangalore - 560076 (Behind Meenakshi Residency Apartment)",Bangalore,India,560076,PG,4.9,12.88716514,77.60038333,https://goo.gl/maps/dfDeqC7Yu9CaTAF6A,7000,,Boys
90,Swathi Luxuries Pg For Women,"3286/A, KR Main Road, 17th Cross Rd, Banashankari Stage II, Banashankari 2nd Stage, Bangalore - 560070 (Near Akshya Hospital)",Bangalore,India,560070,PG,4.2,12.92621801,77.57317777,https://goo.gl/maps/qm3AzF1FZmkS2vgn9,4500,,Girls
91,Star PG,"No.10-4, 29th Main, BTM Layout 2nd Stage, bangalore - 560076 (Near Vijaya Bank)",Bangalore,India,560076,PG,4.9,12.90605084,77.60386381,https://goo.gl/maps/VYnPMDqiFpGqdeY3A,6000,,Both
92,S T R Pg For Gents,"No 11, 4th A Main, MS Palya, BTM Layout 2nd Stage, Bangalore - 560076 (Behind Vega City Mall)",Bangalore,India,560076,PG,3.6,12.90509154,77.60425999,https://goo.gl/maps/W9b7sci2y2qsaMJW7,4500,,Boys
93,Slv Ragigudda Ladies Pg,"SLV RAGIGUDDA PG FOR LADIES No.1991, E Cross, Jayanagar 9th Block, Bangalore - 560069 (SLV Raggiguda Hotel, Raggiguda Temple)",Bangalore,India,560069,PG,3.6,12.91541995,77.59474583,https://goo.gl/maps/sHCAVVaPQQJxPENa8,5000,,Girls
94,Vinayaka PG Accommodation,"No 240/1, 3rd Main, 2nd Cross Byrappa Block, Thyagaraja Nagar, Bangalore - 560004 (Shanimathma Temple)",Bangalore,India,560004,PG,3.1,12.93486395,77.5528899,https://goo.gl/maps/qfW1rFdTKNMnTAFJA,4500,,Boys
95,Sri Nimishamba Ladies Pg,"Amar Nivas, No.33/93, 5th Main, Jayanagar 5th Block, Bangalore - 560041 (Near Sangam Signal)",Bangalore,India,560041,PG,3.9,12.91843909,77.58063684,https://goo.gl/maps/JdXksS6iZ3scL6Yk7,6000,,Girls
96,Shree Bhargavi Luxurious PG,"AVR Arcade, #922, 28th Main, East End Road, Jayanagar 9th Block, Bangalore - 560069 (Near Karnataka Bank)",Bangalore,India,560069,PG,4.5,12.91955292,77.59512189,https://goo.gl/maps/kDp8xpMNJceyR7779,7000,,Girls
97,Castle Ladies PG,"House No 06 Kmaashi Bharma Ppa, 5th Main Road, Girinagar, Banashankari 3rd Stage, bangalore - 560085 (Above Pb Varior Bakery, Near Avalahalli Bda Park Bus Stop)",Bangalore,India,560085,PG,4.9,12.94375018,77.54002154,https://goo.gl/maps/TAsoKZVzi6MRp4QC9,4500,,Girls
98,Chegus Serene,"Door No 17, Patalama Temple Road, Basavanagudi, Bangalore - 560004 (Opst Pai Conversion Hall)",Bangalore,India,560004,PG,4.7,12.93932756,77.56733726,https://goo.gl/maps/q1Cz2LrDrcP2USHMA,8000,,Both
99,KEERTHI LADIES PG,"No 177/B, 1/1, 7th B Main, 3rd Block, Jayanagar 3rd Block, Bangalore - 560011 (Next to Menaka Card, Opp to N M R K V College.)",Bangalore,India,560011,PG,4.4,12.9256782,77.57248784,https://goo.gl/maps/3PQtwF1cC7nqPqHA9,5000,,Girls
100,Sai Eshwar Pg For Ladies,"No 1626, 40th A Cross 18th Main Road, Jayanagar 9th Block, Bangalore - 560069 (Near Jain College)",Bangalore,India,560069,PG,4.9,12.91805916,77.5945141,https://goo.gl/maps/KimAictxPV3KyWq46,6000,,Girls
